dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
11629.138,3440.4915,1600.3219,858.8463,-698.86163,-9249.12,-2886.968,-1779.2183,-8483.023,-4183.7993,2799.1968,2536.6812,6929.556,6324.4497,17185.736,4547.185,-1539.5632,-2313.5027,-1153.5178,-2762.7715,-1788.6594,-1590.7635,-1454.2865,-14200.849,-2805.708,-451.23215,-1720.622,-7399.2715,3694.9155,3432.671,-400.37268,173.261,-431.74335,16367.123,15008.018,-2598.871,2180.686,-5880.622,-426.25522
12197.027,9256.38,1281.4325,7345.179,1655.3138,-14017.064,-9311.866,-6672.6045,-8151.935,6285.641,-17659.756,-9853.36,15309.437,14255.983,57779.492,47565.02,-15761.426,-14654.806,-13349.779,-12844.907,-51493.77,-54973.09,-52013.996,15128.443,4588.728,-1551.8214,231.11644,3937.972,-5232.9824,10380.324,-4687.534,-5259.5415,3191.275,-4601.7983,-3761.282,2288.715,7482.507,10247.433,5087.0005
-16299.077,-6950.9,-1098.5453,-6554.798,-512.84717,-14073.321,-7224.9663,-1522.5709,-13153.042,-4135.8477,-982.1713,-1725.8043,9847.165,-3449.5408,13412.103,-9955.453,-899.2742,-1717.9078,-1977.4717,-1886.4019,-1658.915,-2115.4744,-1907.6508,-6768.7827,-1185.1007,965.50903,837.8454,-2258.973,3893.0833,-1506.3204,-953.13556,853.8446,-1715.1658,-2178.9993,-1143.2301,812.80597,-1819.6034,-2187.9475,7197.122
1799.8756,1315.599,-121.41648,1783.3878,212.37077,-1665.1794,45.490227,-907.96747,-1013.5349,-933.5481,-963.1273,-602.00854,1614.7318,448.71475,3868.8262,1562.6891,-853.4133,-775.1573,-818.37317,-993.4787,-2091.9937,-2085.1677,-2141.3093,2124.7998,203.74263,2607.4475,1883.3546,-1108.3711,170.65886,-191.81653,-250.81963,-694.6634,-1061.5787,-673.4496,307.4873,2429.8906,666.3602,-806.2802,-1258.7987
686.49414,-289.35492,-190.47662,-283.95667,-468.99625,-1387.8868,-199.128,78.77442,-1137.4525,-321.75247,31.835844,46.812733,747.0739,207.2488,2129.6587,-3810.4097,272.1446,-295.98846,27.756166,-111.883545,1515.9642,1299.4697,1213.5226,-640.8,-551.1677,-86.063126,-25.424942,703.3304,2096.2456,379.8604,17.665737,124.66301,540.319,166.59879,329.60614,-175.82465,503.41928,632.25995,137.75621
-75.921555,15.912111,-10.793994,-116.93762,-40.55279,103.85926,36.511486,-96.31535,69.52002,-107.14066,-70.80327,-13.081432,-107.75318,-101.35814,-57.46499,-106.35466,2.129834,-35.249397,-91.8866,-83.77576,-101.80303,-126.8694,-104.9645,-92.21969,-105.55429,-162.42099,72.89828,135.57686,34.07927,148.58508,108.43777,85.864174,126.22844,-182.17758,63.026875,20.543169,148.87311,128.18549,200.29976
865.50574,933.67267,-101.232056,985.5905,-294.3511,-442.5738,70.95345,-683.1387,-125.64036,-981.74725,-161.11977,-187.7318,365.65692,-1038.1876,1008.9907,-947.2099,-795.92535,-276.91537,-380.9742,-361.11615,-1002.07635,-999.24695,-855.2146,935.3342,-472.81796,-727.7948,178.64737,-657.7693,831.57135,-318.55426,-389.87357,-43.676174,-360.9015,187.46216,456.16718,-823.2676,-101.056946,-673.7553,-7.874718
-187.81618,19157.225,20666.496,7534.607,21807.83,103.71676,-16976.814,-6663.925,3333.4797,39986.008,9663.875,20457.086,-8233.947,17539.143,-59229.613,-20381.174,-1210.131,52.464577,2013.0286,-3408.1753,-6553.7427,-7867.598,-5399.4194,-16384.852,20056.346,-2895.2004,-4023.9958,4660.633,-11416.099,2855.881,-6748.114,-5861.8677,-7972.2676,-5859.9517,3781.721,-9233.544,4533.513,5346.927,-6677.1997
7218.267,2218.7021,2221.2354,-1279.1718,1608.303,-5209.9844,-1073.05,336.77008,-5897.6,-2178.5186,-175.08908,2843.583,4294.0483,3690.1187,9467.971,3352.4912,-606.0423,-2115.347,-657.7448,-1480.0076,55.95957,227.92725,575.187,-15057.052,1060.7174,1333.1798,-888.0876,-7456.126,2764.3657,-912.4188,-1604.454,-1847.3319,-2923.1384,6645.952,6781.1953,-2595.177,-1696.1511,-5930.261,-878.17755
649.42175,85.10707,64.590065,395.65057,35.368607,-506.72235,-43.32815,-106.82729,-208.72177,-141.15253,-178.61192,-109.830185,426.28726,319.7499,864.12115,-53.33006,85.09213,-109.785774,71.853745,-261.32776,168.01062,205.68228,215.49211,858.3837,156.3384,2234.1738,1322.9607,-562.05975,263.0901,44.400658,122.83275,-1.1167176,-394.99756,416.34982,715.14075,2209.6267,36.63061,-563.03503,423.85367
-985.48706,-557.3959,-1705.4897,-2682.458,-1603.6877,1162.2993,1433.7584,-1833.4132,-68.96802,-5313.9243,-1629.9272,-547.483,-1217.3921,-5119.8193,-4243.5356,-5863.811,-951.77405,-1556.5094,-1620.563,-1845.2001,-5190.067,-5413.6006,-5382.7974,-3363.0576,-2078.9922,-647.054,-36.978767,7318.029,1529.5391,8227.728,7443.8296,6152.0747,6889.2603,-1562.8823,-32.795315,-999.31696,8002.1094,7259.3,-227.14478
1229.0544,-110.04884,-374.5986,627.7503,-543.9805,-1224.2498,-218.93584,121.129036,-397.00568,-783.4916,54.273514,-116.467445,665.5391,-522.83746,1968.3887,-5559.926,-25.787693,-309.23636,357.86496,-110.05916,1684.1902,1266.451,1383.9148,1404.0647,-351.20557,-600.38416,285.39005,906.99915,3271.108,503.85837,259.5,-95.37952,864.5496,-43.971264,-235.9898,-538.7207,631.09296,888.52277,415.6684
-92.90647,-157.13554,-174.08826,-165.60129,-321.31955,64.6651,189.26097,-254.56378,148.70776,-752.85516,-650.54956,-354.34555,-677.414,-759.94324,-819.8127,-1166.3224,-511.71902,-754.58386,-556.045,-386.77313,-1060.9447,-1035.615,-1083.8947,-20.074818,-317.53467,94.68772,-543.3208,-991.6022,38.69456,-863.4822,-588.0722,-602.8401,-930.7004,807.67786,570.6704,-76.06687,-409.85657,-942.60547,-1333.5197
-3595.1082,-1902.2391,-1843.1165,-3769.9802,-2485.8254,-622.48425,614.92004,-3017.294,-1653.7725,-6524.72,-1512.4384,-538.887,-2421.5007,-6639.196,-5829.6875,-6406.3076,-1932.266,-2675.3015,-999.4956,-1793.1289,-6329.275,-6165.9077,-6064.669,-4163.5566,-2537.311,100.12546,408.70908,-5016.4736,1892.8232,-6349.0283,-5415.4175,-6092.2695,-5393.94,-140.11076,-545.2325,1173.4799,-5699.395,-5444.6167,4465.893
19829.215,10024.516,-4420.074,7230.364,-2732.2004,-13770.723,1256.9474,-6277.0,-14560.972,-9676.318,-3010.6104,-1306.1517,15275.882,-5125.4287,43026.035,-4502.416,-3354.414,-6215.2026,-3590.2522,-4775.9204,-16321.631,-15766.684,-14796.336,-2105.559,-1546.1272,184.27293,-801.66644,-5005.816,9500.303,1821.5763,-1467.1378,1018.724,-1248.0383,-1442.2379,-844.62946,496.34344,1637.0885,-2948.4392,3828.4622
259.79254,-515.52606,-624.1126,-1804.5092,-785.0265,-466.3014,877.3007,-1098.1964,-950.07635,-2922.58,-639.7132,-138.6947,183.88885,-2946.1396,-1945.7583,-3137.2415,-349.64172,-1136.0685,-1169.2981,-1039.354,-2906.4297,-3037.558,-3011.1924,-2307.979,-1114.0066,-180.04329,-1326.5697,3571.367,1294.0834,3917.7986,3553.5955,3041.5193,3349.376,-287.7722,-1844.6051,-653.50726,3756.6628,3474.0845,770.261
1329.4888,-519.95386,-1099.7554,-1980.7616,-1118.2388,-1813.9595,456.85297,-1307.8054,-2293.4268,-3527.9324,-483.69943,-366.2578,1593.3182,-3394.5688,-371.93372,-3582.444,-255.29958,-1531.0343,-1059.1471,-1349.4471,-3520.751,-3765.0984,-3605.452,-2966.2537,-1318.4418,-710.74713,-852.74976,4189.8887,2199.6843,4421.815,3814.2246,3216.7896,3800.678,-1952.9003,-1161.6112,-1094.7606,4215.675,3871.2485,195.03024
-195.15771,3278.0315,4343.9946,822.5313,4184.268,-806.5452,-6262.2393,-1411.0653,278.78845,15088.418,1278.1255,3244.6116,-3414.977,8212.854,-14915.789,-9571.35,-1064.3197,-1031.57,-478.8741,-1847.229,-4934.0244,-5173.8374,-4746.0938,-3588.3796,4730.2637,-956.806,-2108.1306,245.90948,-4662.6924,1347.3099,-2078.4138,-2679.6125,-2713.0134,-1701.4003,363.81995,-3677.945,1355.9125,966.2636,42.662766
-768.9185,-118.9871,-236.38492,-285.23642,-205.40126,1003.37695,293.89566,-309.51666,688.8698,-574.0484,-307.45526,-224.65318,-1046.6871,-395.28488,-302.2992,-528.00824,-221.88588,-326.0979,-343.42026,-354.71112,-387.1591,-541.21326,-431.32782,-363.0503,-273.46085,-93.4676,-78.09977,198.4005,256.2961,266.14938,203.00813,291.92953,118.23205,117.526375,-9.532873,265.60294,289.42285,60.184593,38.528847
-2844.819,-1097.2588,-77.51637,-899.4768,-203.3194,-2844.5752,-1194.7369,-494.79764,-2650.0251,-728.2521,-416.99127,-192.05772,-2099.6567,-686.64557,-285.74475,-642.53595,-541.97186,-553.1833,-411.1132,-466.39478,-501.21866,-681.0372,-581.9349,-394.4611,-388.1839,-15.595566,-21.821152,-216.86095,380.72772,-17.90681,137.31386,64.01134,-105.03928,-168.34581,56.45299,210.47372,54.93517,-184.59966,701.88916
2955.973,184.11958,31.63418,-235.51424,1705.4185,-4020.8113,-3355.2961,-1836.8969,-3087.0986,-501.93646,-2806.4128,6.335675,3455.8328,2233.2854,9276.246,6556.0405,-1675.9131,-1537.6794,-1006.36597,-2040.2661,-4665.803,-4691.536,-4051.5093,446.49277,1941.6448,4539.181,5801.626,-1982.9197,-415.18982,1387.51,18.992222,-387.79993,-910.23193,-1115.7773,364.3591,4296.7363,615.3913,-673.8937,713.0925
-158.98676,10716.435,10696.981,5727.3433,10233.005,1268.807,-7461.953,-4018.3447,2829.8486,13560.681,7270.0757,10257.007,-2810.368,3722.9304,-17308.514,-3726.2827,1052.0244,1492.1588,1516.9404,361.6328,-173.33165,-833.239,-95.35781,-5087.8765,7559.663,-3475.1582,-5380.2563,3217.8616,-5961.76,2763.9375,-2182.9148,-1977.4719,-2284.9055,-2507.0383,3742.2603,-5947.2856,3021.6472,3801.5386,562.7723
-3237.9976,-1748.6543,-708.3632,-2176.4216,-1065.8643,-2838.8235,-996.36633,-1440.5944,-3210.5146,-3147.9746,-1019.70215,-742.6422,785.4098,-3405.712,-2182.11,-3403.3486,-852.69806,-1443.9844,-798.9139,-979.5912,-3309.1963,-3176.4639,-3135.1782,-2127.5222,-908.21277,2791.83,1565.1289,-1647.2482,871.1942,-2348.5034,-1834.0463,-1885.6477,-2056.3833,-1512.4847,-2072.279,1665.4229,-2471.0737,-2122.0476,3949.8188
1090.554,-133.84824,-360.26224,543.31665,-605.06384,-1010.72595,103.51742,8.298774,-479.94226,-637.8658,49.33785,-183.15497,505.90384,-516.40076,1552.3608,-4275.007,46.883354,-462.2792,101.4912,-191.2264,1075.463,805.7753,845.95996,874.4235,-339.97617,209.47267,92.952896,1027.6898,2754.7805,473.9284,106.31608,-80.012924,963.4561,-243.0268,139.22687,238.9083,589.84753,940.18024,-155.89851
1636.8372,-686.1928,3326.319,-2299.6863,2405.4338,-3706.7896,-9721.908,798.7284,-2678.979,27633.76,-3137.327,-662.306,-6563.203,19512.22,-23977.125,-23925.328,-4297.3735,-4591.147,-4222.549,-5955.148,-15672.077,-16629.873,-16055.197,-5370.733,6131.8022,-1573.1045,128.07079,-4240.4575,-7936.012,995.9371,-3802.4673,-5538.757,-6528.672,-1695.3896,4786.6987,-4978.88,-1055.072,-2641.737,-2600.1653
1039.6418,-2370.2727,1511.2369,-2494.5933,725.91473,-3265.0984,-7096.959,973.2207,-3173.4004,18237.5,-4038.6646,-2247.132,-5249.4673,13126.805,-15917.803,-18246.352,-4472.7603,-4697.9863,-4536.949,-4759.5796,-13752.7705,-14242.942,-14192.774,-3125.05,4204.3716,-603.7326,399.14447,-3132.037,-6262.0254,537.55695,-1631.9973,-3578.7703,-4198.4453,-1295.1433,1791.1224,-2232.7498,-1016.38916,-2462.5093,-292.1607
15962.501,5105.546,-593.9596,8913.158,-2445.382,-13626.388,3827.7078,2182.0012,-7149.441,-5244.5864,4475.5728,-33.25782,8404.502,3417.1287,22055.412,-31155.463,856.38043,-1506.6893,2067.0063,514.3529,14023.154,12029.183,13013.241,12728.68,-5426.224,-3103.0574,-5203.4995,-3264.5056,19451.996,-3361.8894,-1015.60785,294.2805,-3294.9802,-929.72546,1754.4237,-4556.5474,-1186.1271,-4728.9434,1623.8455
408.93167,-214.60896,-116.462654,-237.71324,-94.511856,-631.28906,-484.6278,47.763508,-413.82266,-186.06427,-265.7755,66.06154,391.48685,-4.74741,1117.0009,-2735.9702,54.431267,33.477066,51.658894,35.06427,1110.2463,873.55383,886.6855,140.65617,-35.33995,183.81737,673.24506,-252.90454,1515.5726,-94.15519,-98.31373,48.09537,-93.19454,-147.56331,-225.491,160.36388,-73.621445,-153.74937,-392.82083
-29.013771,-32.42097,-142.2001,-87.75005,-166.95082,27.402977,243.62454,-325.9817,53.213577,-494.7135,-230.70728,-199.47586,-24.979357,-474.9547,-412.00143,-525.5855,-174.41714,-205.49669,-224.94522,-206.97314,-499.20346,-511.55444,-512.36584,-127.783226,-237.09615,-78.97035,404.1721,717.23865,144.28256,716.5771,625.6574,439.06757,676.3358,31.067284,335.41733,225.10411,697.87366,682.0897,44.224438
15037.703,9272.597,-656.4622,8094.0137,1797.3214,-14044.655,-4794.6025,-6175.327,-9999.85,-981.5808,-10703.987,-4804.068,14727.611,8463.089,46672.33,30008.494,-10085.838,-9689.572,-7723.676,-9450.589,-33636.66,-34625.184,-32515.178,7937.7188,2343.419,1930.4283,3354.8992,-1692.9769,-1422.7834,6961.959,-1641.4509,-1596.4897,131.13202,-1680.2598,-343.04007,4331.0303,5148.285,3789.3015,2246.4136
6359.32,2838.6243,2464.8013,3531.934,2764.964,-3900.5398,-1622.1162,-427.31268,-2336.4685,-808.732,-756.12756,962.6195,3357.7095,2117.6277,7433.687,3749.5564,-782.87354,-850.4138,-53.805134,-1884.1317,-925.59686,-763.02246,-307.59976,4658.148,3154.8723,14739.334,11506.318,-6607.2524,685.6175,12.189262,-800.1465,277.46414,-4707.814,577.54425,2710.8745,13542.446,-2981.523,-4960.5835,4018.307
-2204.4612,-1071.04,-1147.9984,-234.13402,-1676.4193,2635.2493,1270.9417,-1891.9027,2903.2214,-4320.483,-1411.5541,-409.2101,-2648.2053,-4124.888,-3929.6086,-4009.2043,-1221.7502,-1353.7068,-1130.3796,-1208.597,-3789.7612,-3926.9783,-3923.5537,451.10556,-1512.6835,1051.1735,-1638.2582,-376.95798,1137.4728,-1230.9865,-699.80444,-461.64172,-234.6831,498.0116,-843.1066,-412.11404,-675.3923,-512.70496,-2966.468
10476.424,2603.3965,319.03217,-23.921526,193.03336,-8991.627,-1498.4193,-1237.367,-8614.354,-3238.39,-826.29535,768.9595,7988.7173,6495.086,18284.768,3848.4133,-1264.8057,-2199.572,-764.7307,-2250.9326,-1132.8718,-2300.876,-784.92163,-8991.324,-636.65564,3871.5686,25.316084,-6901.5825,2731.0107,36.87456,-1445.517,463.38635,-3820.6306,3349.002,3438.5422,-207.70122,445.41962,-5436.5415,690.40936
-1372.5841,-1106.649,-1903.9409,3598.6445,-2861.247,2708.1702,3716.666,-3382.2908,6756.775,-8573.755,-2654.7058,-1948.4099,-3085.0818,-7701.1636,-6319.0796,-7597.0566,-2787.5952,-3123.4153,-1417.5568,-1997.5331,-7027.0825,-7322.437,-7183.7656,6922.38,-3966.6272,1788.4302,-3688.194,-5496.725,1978.455,-7876.0947,-6485.9194,-6978.562,-4884.3384,600.55176,-1295.4513,1868.4808,-6876.4365,-5243.4517,-2283.816
4534.6343,1643.8397,-1721.5908,890.1606,-1470.4489,-3525.9739,2237.515,-2648.1138,-3412.458,-5249.206,-781.2776,-731.1947,3607.0046,-5252.048,2766.2021,-5476.5186,-1512.3083,-2663.001,-1688.6848,-2382.203,-5293.0225,-5583.851,-5395.783,-654.38403,-1561.5765,-469.57925,-2573.8596,2606.5083,4128.8486,2118.7817,1580.6902,1149.7533,2534.0398,-3996.7952,1961.6368,240.08571,2547.776,2110.342,-3773.6792
-3119.4329,-368.48663,-1127.9985,-1742.1522,-1167.8539,3886.2502,701.6632,-1425.8448,2543.2354,-3182.654,-1314.3618,-892.0491,-3943.4937,-2824.975,-2426.3472,-3064.0303,-985.34753,-1160.0698,-1373.046,-1286.6378,-2673.5708,-2982.1577,-2952.0981,-2094.061,-1265.0781,-599.4101,-195.52562,1202.9678,1164.0463,1088.9891,962.3893,1249.7002,1108.6473,146.49179,875.619,706.1195,1165.677,918.4377,34.1789
-426.0369,-529.01636,-663.37354,-2065.9468,-1128.8961,-3342.2952,-674.3987,-1583.124,-4039.1975,-3240.0205,39.23913,-853.50604,2420.0505,-2876.9634,4323.326,-2911.5415,175.97218,-1128.0123,-1253.1779,-899.2114,-3050.4812,-3463.9639,-3101.5825,-3931.5754,-1271.9142,519.79016,-1019.93225,91.29807,1910.9409,-41.08735,-480.51617,-521.4884,189.98595,-2454.4338,-2019.776,-488.48502,-345.82755,-5.5255723,3017.9675
5739.981,4912.808,1720.523,3314.319,2869.2412,-8024.592,-7562.865,-1067.8712,-4427.0156,9689.243,-10616.194,-6526.9844,5901.0483,12483.822,26469.723,22436.543,-9800.124,-9423.465,-10706.599,-9229.448,-33843.59,-36363.566,-35191.58,8921.802,4829.692,-244.2187,29.084213,685.9866,-7730.8936,4535.6953,-3624.873,-3626.4285,135.36688,1825.2515,-2291.3435,1716.402,2681.8687,4114.669,80.21461
13474.36,3174.546,-5066.6104,2360.4392,-3674.2441,-11242.759,-426.50543,-3853.7305,-12171.557,-10274.712,286.74835,-1264.01,11193.185,-9663.993,25704.326,-16336.282,122.807495,-5253.1436,-1719.9939,-2875.6643,-8385.732,-9385.024,-8343.377,-4249.865,-2103.5466,-70.666145,329.6307,4519.0923,13867.344,4957.8257,1946.3323,1632.1893,4639.4893,-1577.2904,-1111.1317,-1591.4946,5255.959,4409.0,208.92874
457.70618,436.3357,-241.86911,2408.934,-591.4694,-19.749708,930.11694,-887.85315,2015.2892,-2278.7056,-248.8573,-708.08795,-237.68092,-1891.2767,-733.5645,-1888.0408,-754.6006,-855.6158,-616.6412,-673.8437,-1653.2,-1768.8146,-1710.655,3504.918,-919.19244,390.43518,-1324.3785,-1684.5887,625.4827,-1724.1198,-1780.8492,-1866.4441,-1208.2361,588.5785,-538.70355,391.445,-1770.6754,-1426.1769,-155.98445
1065.2509,-1621.3043,727.2962,-1785.2908,487.55124,-2292.0312,-4721.295,840.4855,-2063.541,12041.213,-3535.902,-1920.9381,-3328.445,8903.174,-11818.199,-13337.08,-3132.4377,-3300.7505,-2877.5034,-3552.2815,-10378.285,-10862.146,-10894.147,-2239.8284,3217.3994,2197.198,1318.9688,-2960.1416,-3933.7913,-668.44867,-1967.5552,-3131.6328,-3505.6008,-855.88635,3124.1128,717.82336,-1483.3065,-2415.2747,-1021.7065
1902.2595,2000.8507,79.61073,2800.4275,-271.47388,-940.7153,339.7976,-759.3602,117.7813,-1761.5328,564.39166,-378.54504,662.80273,-1371.7198,2095.425,-1643.1935,-874.2219,-767.6991,-742.9281,-724.8217,-1326.0105,-1296.7251,-1106.0812,3038.5776,-896.64966,-768.0483,-355.32214,-1636.8511,1368.0675,-704.18445,-838.6287,-681.23914,-1006.4006,486.378,1414.6404,-1100.2512,-201.63866,-1529.7166,-53.96296
-6154.127,-2288.6934,6.0074773,-2497.805,-20.67303,-5126.532,-2674.9229,-478.35065,-4588.758,-1021.1296,-81.97315,-588.3008,2721.1184,-35.197113,3564.2605,-846.73975,-435.30197,-667.14154,-846.38745,-834.68884,-338.15805,-518.7444,-153.34001,-3467.598,-362.0169,-194.95575,-70.479515,-941.2951,500.06226,-375.33566,-518.53235,-290.7632,-610.0615,-41.13122,-293.3304,-511.83206,-475.2639,-775.9112,1832.0132
7308.2217,3480.294,1639.3978,5881.667,822.5146,-4583.5024,733.2594,343.82513,-1755.9009,-1906.7943,1799.2767,-362.00665,3428.0386,4481.4795,7492.335,2358.4973,-254.78058,-535.84753,-204.3344,-1300.1215,1781.7999,1974.3809,1607.9534,8679.393,317.7798,11574.763,7351.77,-4938.4434,1611.5377,-239.79279,12.321934,229.28918,-3450.5798,294.032,1297.5869,10852.068,-1314.6028,-4041.929,836.33795
9585.092,892.21497,-603.6837,-3314.4668,-330.33102,-15171.868,-6227.935,-2320.2769,-15473.72,-6064.088,-2608.6636,-1142.683,15508.396,7016.04,35509.0,3991.6025,-2489.454,-4782.433,-2143.7483,-3680.2654,-6990.708,-7666.9795,-5266.809,-16746.637,-970.8333,831.5724,-1550.6173,-8732.729,3561.1765,-18.132536,-1183.9952,480.65775,-5095.688,1052.9131,2461.7246,-2654.6223,-1389.886,-6624.086,4771.7734
515.10925,787.92804,287.20718,638.14056,139.13153,-917.0448,-1475.6064,-642.10474,-242.392,1634.2504,-2407.85,-1715.6519,1021.3332,2068.385,6031.522,6181.1226,-2022.4775,-1970.3683,-2064.098,-1772.8324,-6283.676,-7027.8057,-6687.9297,2219.1074,491.37433,-286.73746,346.0504,965.4304,-584.5304,1274.9902,-931.8659,-1126.5127,697.2528,-594.02124,-231.7668,2.4210036,993.8852,1601.346,239.90332
