dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
-7.90127,-48.62709,-9.013777,-96921.66,-171375.95,-361.7692,247.52196,53.347916,26435094.0,1167400.9,11.251205,88.19182,3468.745,-720.67993,12900.923,758.6343,126.94393,-773871740.0,937040700.0,-95.86265,0.036849696,0.03453062,0.04296498,184.98775,74.78396,-0.48565716,-2979.4692,24.871017,0.96695495,9.399842,0.06997111,10.355947,22.02167,-0.21681651,-0.20841822,0.40832984,8.273089,12.506673,0.047272786
7.5266423,251.58179,64.42158,590824.6,49706.55,-30335.363,188.70839,-0.07404495,337889250.0,1741603.8,138.57855,-29.89977,-6691.985,80.59656,81746.66,2817.851,139.47002,3778967300.0,1122097400.0,112.2523,0.09736761,0.022340955,0.029688137,239.55228,-31.571182,-0.17402592,-14944.859,10.0183325,0.043382224,6.0174313,24.62782,11.033501,22.370258,0.13734207,0.27242348,-0.2910348,18.275873,23.03117,-0.0074387547
16.588257,197.25124,171.05186,559476.2,-188371.02,-122413.19,193.33556,-18.248491,-94448670.0,265189.06,150.24854,-102.00544,-311.5861,777.6865,71973.484,-3389.1272,157.00423,3249106700.0,824045400.0,103.41254,0.120624624,-0.0058486233,0.036823183,-142.00255,-90.87373,0.059999213,-60160.543,14.404659,1.2306286,1.7654728,9.588884,16.483477,16.35761,0.075573705,-0.0015969953,0.12824127,13.884913,16.14725,0.23563923
4.9409323,285.9647,23.82747,369209.25,-177614.31,137755.52,162.07152,-53.169647,262848940.0,4878831.0,2.506834,4.7021275,7854.579,-32.15777,-21204.281,-244.59799,-48.93877,3422665000.0,-788908860.0,126.63885,0.019079475,-0.024100078,0.000676638,-187.82994,323.61472,-0.6027324,-24012.912,10.578589,1.5647199,10.080058,-5.9605036,-1.552859,22.393583,0.13803019,0.20546143,-0.10851232,16.651003,14.960809,0.10022403
-5.8222804,166.00337,-216.4358,179931.06,-16960.115,-48192.316,51.147705,469.12866,-75815200.0,1416430.4,30.216703,-28.86698,25335.242,1390.7346,55556.285,1878.6116,305.6504,2179888600.0,2194013400.0,211.28955,0.19330819,0.07308882,0.058991194,520.8926,-227.5026,-0.38769197,15436.976,2.12468,0.13387734,2.6017907,-13.797367,-5.444765,13.266532,0.47461134,0.1500381,0.54295176,9.608034,-7.2608604,0.10202163
7.328789,214.62991,305.33804,303725.22,218593.62,277479.16,281.4735,47.363,-22506186.0,-597148.94,95.20259,69.14625,-13702.863,103.04612,20204.29,6476.5815,82.62302,3906555000.0,2953035500.0,287.7381,0.16983192,-0.0013791505,0.061436903,355.9129,269.02496,0.2609074,7888.7954,6.9686766,2.0799127,14.33789,2.7017303,7.476539,16.611586,0.0041441093,0.059967417,0.21327648,9.231501,8.227482,0.07089716
-2.6909862,618.6256,-145.36264,-89148.44,-16960.307,71581.1,61.723892,65.176704,-95790880.0,2180060.2,94.11391,-85.33075,-1282.9948,-29.723671,-50625.0,-252.3259,-64.53197,-18707322.0,1959258900.0,189.79352,0.0068831155,-0.033510413,-0.056652162,401.29736,-81.919266,0.1583022,-37135.934,16.84956,2.8067756,15.224419,5.6517954,6.3053255,21.314562,-0.009255991,-0.032436963,-0.56522256,10.785093,5.00532,0.020300955
-1.9875551,0.7361,108.80913,134986.05,53278.715,-53479.52,193.88368,-35.197304,10827717.0,706496.9,54.84236,-47.189503,16657.924,918.54834,18742.344,1941.4319,200.20815,3689009700.0,1638728100.0,229.18785,0.0696807,-0.033555165,0.04057561,497.68192,354.5598,0.5443602,-103.66374,3.4360304,0.90538293,11.70059,23.907251,17.17367,27.42901,0.17010503,0.2573994,0.9575044,20.66446,19.954966,0.3286191
5.0189953,119.387924,59.26874,467165.97,97379.59,-169453.78,191.98865,86.83266,-264541940.0,-1468682.0,20.768719,-47.06886,8180.8823,-63.17222,49778.984,481.6635,190.77428,2397143800.0,566613100.0,76.70362,0.09567923,-0.057123695,-0.00018224261,149.81914,115.94566,0.26545557,-38915.258,9.044657,-0.850568,11.664738,14.12134,16.015059,23.597368,0.13556708,0.07912806,0.14950544,18.24728,24.733072,0.28562984
6.778835,70.392624,99.24821,-25067.066,38780.508,14446.121,-33.099663,-30.928461,78883100.0,-439889.78,36.416237,14.772427,-2703.1602,756.0521,5.97854,50.536037,160.34892,3415735800.0,6555542000.0,329.54987,0.117827125,0.031582825,0.029911036,392.11777,391.09488,0.7248616,1977.0441,0.8749481,1.5606391,-5.86947,1.938659,-8.742222,15.243601,0.25205275,0.2470151,0.118210934,6.486944,3.3728595,0.19856103
11.339857,182.10573,38.50514,132425.5,26796.055,-8719.473,143.87463,216.36325,64076144.0,748451.8,16.55827,81.279305,-1671.2926,-603.86584,23635.291,-145.70609,289.92163,4525280000.0,366035330.0,387.34985,0.2135277,0.09330436,0.05817565,-17.047766,395.31857,0.5552481,-58366.504,-7.8839602,0.7341271,-3.6273026,-2.100861,6.2037315,-0.55363697,0.108615965,-0.03338591,0.1895314,15.050532,16.253555,0.21967004
3.256333,206.28647,-74.59745,138816.27,-397186.53,111563.74,115.74803,203.19695,-292024500.0,-84144.73,-27.012993,78.14004,-1766.6547,1158.9152,54361.645,-5721.423,273.73447,4656123400.0,2809925600.0,304.17172,0.15567783,0.06291389,0.048897788,466.9923,-186.87592,0.13692005,13521.414,-18.41591,2.1442494,2.6399074,2.284119,-9.890048,-2.5970902,0.18660885,0.120435625,-0.4863064,8.416843,-1.4394693,-0.102420695
0.36930496,158.09972,32.128723,-41489.785,-142824.75,157706.52,167.15195,140.95473,38864036.0,746589.7,42.609295,-5.534956,-2748.4548,-777.09576,-77374.24,-603.91565,128.30154,-157688060.0,141567440.0,155.91699,0.019218143,0.026763072,0.026357546,-235.88673,511.6929,0.16932686,2170.442,-4.3731523,0.09909755,6.1902356,1.3379047,7.866091,-15.905824,0.1256738,0.09397316,0.11775685,-3.9210093,-1.1008396,-0.004785249
-1.8262919,-246.20427,17.994894,-248972.53,-275462.3,78228.336,206.38165,259.08905,123171736.0,2926626.2,23.008734,128.54305,5489.6133,-318.23383,-49215.617,-4043.238,210.24832,628165500.0,534568500.0,-6.104168,0.147814,0.04830307,0.08760907,74.5195,315.6792,-0.28292075,5161.1353,23.703123,2.9437559,2.7371552,-10.758223,5.6773744,19.43779,-0.038542423,0.0791207,-0.23383568,9.91888,4.583144,0.21864112
0.503719,98.304016,-28.817772,27909.355,62860.44,253017.97,135.2539,-104.6178,-175627200.0,1288516.2,70.916626,14.312872,-8860.225,175.58359,-54588.305,4316.6562,-60.231693,-737397000.0,-805214000.0,-27.704441,-0.0024018653,-0.012614632,0.012647554,206.62753,-69.757,-0.39071617,-30086.32,27.737635,2.1698391,12.015907,-1.6583209,1.004429,9.754126,-0.039866228,-0.028930347,-0.29478198,7.354862,17.357845,0.023555664
2.3654022,40.156338,-33.473904,293094.7,-59682.88,4358.3325,85.14264,255.66672,-220365490.0,2591640.8,-19.192259,-20.873026,7134.2886,210.72234,-2989.378,-1564.6501,420.25165,4480998400.0,1206499100.0,350.6528,0.14100757,0.025188195,0.06377602,-63.044147,439.38995,0.23934236,-75296.69,5.961866,-0.3835575,10.037801,5.914103,10.776393,-9.525647,0.1475238,0.13734518,-0.68012047,17.560543,15.185701,0.088382214
-1.1629866,238.55371,-154.06546,465970.22,-314493.62,116035.22,210.89308,-63.776825,366183140.0,-3522445.8,31.507935,-97.543465,-3028.151,-450.05957,8511.698,-3577.3582,-156.04927,659408830.0,-927979600.0,-14.221699,0.051445622,-0.048830334,0.048459202,-113.38865,-684.06604,-0.40947378,-14129.436,17.995255,3.1561115,8.586893,36.215237,15.656687,32.64903,0.24658072,0.22728553,-1.6519306,33.896328,26.912083,0.09845869
-0.22120146,259.74017,-130.35095,126352.31,-148854.34,-34246.324,88.32881,286.36523,-61059636.0,842658.9,-0.7202707,49.92097,10978.508,367.57178,34629.51,-4667.02,342.65927,2620987100.0,1325667800.0,281.73862,0.10406531,0.06624694,0.06991319,171.47998,300.00912,0.20833346,-8002.5557,13.531268,1.6267059,7.650649,8.312226,10.887778,8.18837,0.091019414,0.054169953,-0.25774798,15.30513,14.340834,0.036883388
1.7628518,-146.78615,135.93585,-279800.44,109979.08,-120914.8,95.458244,33.170776,-18903570.0,-1611180.0,23.83847,84.5195,-3105.6733,167.24591,44064.51,-4948.3926,227.82062,-615946400.0,1065294300.0,97.7805,0.000891392,-0.017776301,0.04583998,198.90794,222.07085,-0.03671413,11129.168,18.244617,1.7912447,-0.0011993381,0.56236696,7.2289505,7.2166185,0.27317715,0.059746202,0.07927175,6.3387823,8.155303,-0.080381684
12.827238,215.21698,-200.51868,751764.2,-93961.46,-54955.535,-99.38149,213.01184,-24415098.0,-1438323.5,14.325424,-24.10547,3521.5828,-342.81906,-5081.4316,1602.3783,367.58835,3192536300.0,2485662500.0,300.58398,0.06214571,0.037847266,0.038535204,-156.65834,-9.12616,0.009625599,-51214.31,1.8716474,-0.23476726,-9.727458,4.7789354,-0.9054623,6.368638,0.1724658,0.071908176,0.22440062,11.63744,-0.463748,-0.022684285
0.86492586,-102.56421,-137.64436,-198096.19,41017.055,89032.086,285.10632,131.61511,97732984.0,-366137.34,-53.124382,-22.20871,-6541.532,498.93497,72412.74,3422.367,95.14067,-39778360.0,305565820.0,148.47023,0.098398305,0.061917532,-0.0040325276,112.39617,-4.019699,-0.32873824,-1931.6962,20.414597,2.5503163,15.706213,15.460264,9.56984,22.703686,0.1269253,-0.01851739,-0.092649765,16.791708,22.406702,-0.07135202
6.650717,101.92146,2.9672818,243614.39,-147052.53,-85356.5,72.13762,161.63043,-214567380.0,3681301.8,-28.156723,-49.604916,15429.469,457.72815,20018.666,1390.6053,232.47673,4976828000.0,1495893900.0,66.81668,-0.0005346193,0.051537067,0.036200933,105.7721,167.95909,0.39542973,-19692.547,-8.674514,-0.58083516,2.2122178,-0.19279717,3.9765482,24.618208,0.045906864,0.17109434,0.67412424,28.90627,14.988837,0.23045817
10.737778,199.82558,-25.581131,366170.53,-232304.22,262352.56,75.94158,55.919205,-336587500.0,599240.5,101.05749,10.418702,-3070.3801,-489.51166,31838.318,-233.11478,184.78123,3251212000.0,482350180.0,111.5047,-0.011115513,0.015685892,0.00925855,-28.636724,-64.408264,0.14281756,-60664.406,15.87726,0.08500403,5.6883845,9.021495,11.032723,23.16178,0.01918602,0.067937665,0.19181934,20.603949,18.286404,-0.005341377
5.5616093,387.6411,115.26055,292556.0,-104519.664,-124517.34,26.545433,-1.8548219,-225365260.0,411455.62,67.4657,15.108146,-3483.4836,-753.7404,13376.142,-3410.0574,4.6831713,3393957400.0,2818091800.0,103.30812,0.031403385,0.018745113,0.07209241,118.309166,-45.77768,0.37153798,-15801.383,12.035846,1.0097425,-7.3358426,8.645671,5.037419,16.78473,0.058544632,0.24352127,0.30649298,12.370867,30.857574,0.030890215
-0.71133703,243.13704,-52.84047,-17411.31,-87912.9,65718.8,100.50384,-56.54358,-44821324.0,-851363.44,-127.98475,24.531775,-7482.005,249.9461,12648.929,2047.4543,41.44241,889760100.0,-1406075800.0,234.59593,-0.029419508,0.03200041,0.01205937,-132.45644,-158.13971,-0.11735716,-5920.6445,20.836008,1.4827579,8.07656,2.6268773,8.7312565,19.58661,0.0124785835,0.13840888,-0.78764457,10.289224,15.833719,-0.041960265
-2.0961425,39.69632,186.34688,372541.22,135308.4,140516.8,211.82294,244.13576,-108714430.0,-2032887.0,121.82994,22.974371,-3891.9553,-345.2972,-16694.787,33.696987,110.702545,1893404200.0,1487487100.0,90.661194,0.20070706,0.079343475,0.038950246,322.48666,-109.651535,0.11170538,8234.201,14.417648,2.4994178,14.447822,2.119614,4.9813404,12.99956,0.22202311,-0.092082284,0.7015855,12.674895,15.802271,0.20175005
-4.8710146,189.7462,51.008522,13868.53,-56438.777,33263.53,78.74128,316.03537,-40529580.0,1106984.4,80.48835,76.76427,-2215.6738,-201.94888,53577.38,2093.5986,394.5235,2230585900.0,1839557100.0,310.62698,0.19644566,0.04700182,0.08864805,-140.9692,295.72018,0.07882865,42216.15,-2.79069,1.1085205,-6.4319367,-9.663403,1.0305125,-11.3415,0.18610056,0.19248223,0.22597662,-4.647172,6.1860533,0.0104640005
9.449968,-42.358154,111.82002,-75485.47,123786.48,-150127.88,14.827338,-2.6800249,-349535070.0,3666983.2,-43.239307,28.34537,14428.676,42.09343,-5388.576,2757.922,112.82243,729032200.0,-214009010.0,215.02782,0.019257817,-0.042192098,0.0044686696,30.859148,686.2871,0.023837231,1486.3958,6.7538853,0.1444208,3.8997152,8.5282,14.390776,-0.13346332,0.32934636,0.10404781,1.0821445,9.431846,18.251846,0.147122
5.2611785,25.886517,103.61384,137542.39,-242073.64,111677.234,291.98505,-56.65587,-101770180.0,4404379.0,-84.370155,-22.6152,43.463036,-313.22305,12582.653,-2904.024,166.15399,204765000.0,755187500.0,-9.086147,0.10822423,-0.044865545,0.03942499,2.9672801,543.28577,0.10127136,29557.148,13.467645,1.388172,13.616661,15.635865,19.77108,32.881367,0.1259212,0.04070708,0.3481928,16.271322,32.562054,0.1103156
-0.7053003,154.34074,50.71958,-83005.95,161109.62,-70986.97,79.19867,150.86668,7498805.5,2602549.2,-17.22657,70.1279,-147.47427,429.03854,108122.68,1876.0239,242.64429,-858530200.0,1798782600.0,363.86017,0.027617997,0.06532688,0.0010520299,17.622332,632.77985,0.60719097,-12152.114,-3.4886842,1.3556347,-2.8580909,-3.2497597,-3.329198,-3.7024465,0.2917853,0.28548828,-0.9725214,-20.770864,7.078609,-0.020733988
-0.88440293,19.098991,101.2281,57138.914,-109428.36,-144211.92,214.3548,159.84825,-488164930.0,-2975521.8,88.40049,-67.53495,3378.4363,586.29803,3998.5242,-1980.4878,172.65773,2920331000.0,1829772500.0,209.13544,0.102438666,0.01244166,0.07404518,149.92213,209.36082,0.3650056,-47375.234,8.305339,0.56461793,18.596642,19.65703,11.779981,13.961759,0.005427048,0.06303153,0.37156144,13.512885,27.956161,0.04386273
-0.3475904,321.45563,18.658155,62608.35,-19086.752,207785.12,76.45495,-103.862885,-126854400.0,1821557.0,-85.82559,131.57237,-916.5118,-596.5972,6263.233,-117.926735,96.35236,1443653100.0,116715016.0,-29.224201,-0.09313711,-0.060966518,0.02630787,127.926865,-42.39586,0.011772767,2569.0593,16.92691,1.8130225,0.669618,0.19813682,-1.4691235,11.341064,0.035629075,0.040096454,-0.51335734,18.2178,18.236155,0.18463315
-0.47926265,203.20676,-1.6012341,95494.6,-124909.24,-379611.38,-46.651894,75.0354,-44962388.0,-712248.7,-36.72857,-7.249175,5148.164,-81.2541,1904.5034,-3047.2954,432.1449,2518240500.0,2720188000.0,480.64526,0.10697007,0.042044528,0.09603079,130.06616,282.82703,0.3462444,8953.616,-8.573211,0.36374885,-3.3868337,-1.1586475,9.75616,10.377896,0.06792904,0.17640881,0.49510074,15.328136,7.4699535,0.06085944
-7.649007,124.81927,-137.58333,89925.59,-102140.89,54415.51,119.73501,96.23849,-5616290.5,1779813.4,-3.6641364,67.55196,2364.7812,698.1156,-1389.686,616.41925,311.2011,1763912000.0,1422216800.0,20.567844,-0.025327858,-0.037648275,0.031106418,4.3963423,-43.347458,-0.025122382,-9225.639,23.41941,1.6824824,6.945823,23.095554,4.9028306,19.53236,0.06864067,0.12690225,0.060019158,7.1774693,24.693703,0.10447882
-1.6098527,306.32428,-109.51957,867.01526,-151796.02,-96310.67,61.930847,174.30539,-110283410.0,938361.56,-13.164687,17.631449,7855.7964,-126.75866,-23338.97,1857.7188,246.46347,2290136300.0,973485250.0,488.35376,0.22362302,0.054096203,0.06731592,-23.694311,290.78418,-0.11529807,-52885.668,9.484286,2.1333115,1.6904925,-5.7554092,3.9098287,9.030792,0.3307929,0.15843178,-0.3564767,-3.928507,5.1910133,0.29343164
14.979954,84.2626,-115.464195,227932.88,-60589.973,138059.27,184.44629,162.52956,112722130.0,794927.44,-18.950422,-23.442394,11614.802,-259.96237,51288.95,-475.4814,332.8027,1067944770.0,1469132700.0,100.706215,0.1094691,-0.0335541,0.006091988,-109.35401,518.2561,0.12350595,2764.8965,-0.43122336,0.7396905,-4.4237475,11.111027,8.637848,5.901203,0.22840023,0.1791375,0.0928762,12.72336,22.08773,0.06922572
0.8498532,118.15677,20.43299,523155.34,13983.888,-47019.254,-41.22152,185.72249,33307978.0,3396324.5,49.857155,37.26629,-1740.192,-77.88206,-28658.416,-1231.6238,340.87082,1139528000.0,534782500.0,281.3674,0.061151464,-0.0053752563,-0.009467879,99.13203,504.26465,0.29946822,11693.631,7.586931,-0.5595073,0.22503367,14.440254,9.147438,0.7413555,0.08164829,0.08382397,-0.17060961,6.7082496,11.182136,-0.048676386
6.2052927,36.341454,117.115715,-26328.816,6363.2505,83813.02,332.70114,67.563,217883860.0,2362695.0,-63.65387,-28.747671,-502.32242,790.31146,-20951.125,-3320.1492,-3.0493956,1540631000.0,1881646200.0,134.57304,0.107996866,0.0039157146,0.05752366,119.001305,336.75772,0.11143923,-17104.875,3.222538,2.3839877,10.593251,1.1426845,4.6216416,10.218761,0.13949022,0.27461898,-0.031382747,7.7253237,11.959578,-0.044364292
2.938026,432.75543,-108.42863,412384.88,-130787.805,59865.984,52.491554,-149.85146,-82671310.0,1974999.8,-17.402954,-93.261665,-10723.655,371.91595,26924.17,4946.407,116.64671,3568760000.0,-458339900.0,225.93568,-0.06906063,-0.03724888,-0.044575308,-238.79173,-34.66754,0.16763824,-71806.55,11.308779,-0.27327007,4.705064,10.122043,3.2069278,17.957338,0.080283895,0.3354756,0.062863365,8.567095,16.795326,-0.1448377
-5.2281084,13.327421,-93.731476,-249331.44,-303056.66,-64096.66,254.48201,43.16321,218678530.0,16875.645,-77.844635,-52.094658,5519.505,863.64557,28176.518,-330.38986,-17.601215,3425088800.0,1945910000.0,155.85446,0.13506407,0.01548255,0.03156553,170.64014,-573.4335,-0.0052386597,-14702.092,14.035506,3.4150062,17.179548,-3.0226383,-0.9064804,41.058826,-0.16386056,0.056639533,1.1482533,26.914429,12.911142,0.18546477
13.15467,-6.0799303,-22.109459,253849.7,133534.31,180839.72,-105.90298,139.45625,119487160.0,959661.06,-24.531961,4.404152,-15580.594,568.82245,55460.348,-236.18893,244.91718,3822527200.0,1878482300.0,419.6512,0.08043098,-0.0012383141,-0.029793138,-200.43465,-346.56476,-0.25959978,-38560.57,3.0856423,2.4801996,1.3820342,1.934367,0.038351454,8.484102,0.20251064,0.14429526,-0.4947237,17.409878,4.799881,-0.001911035
10.484816,380.98376,-143.00623,109699.29,-218941.61,3251.0432,57.691154,155.18364,-268461380.0,1740295.6,3.6056354,110.350395,-5803.1475,150.3669,-20359.182,2070.3062,295.49173,4256362200.0,2712659500.0,363.31363,0.060509544,0.03694065,0.029368408,189.46632,157.76659,0.18080583,-19051.957,5.850121,0.64419407,-11.323451,-0.5175791,-2.6561742,6.952851,0.103443384,0.17309959,0.2927486,9.411759,22.6851,0.0018554849
1.2156,-102.958244,-74.1818,166736.92,-200146.38,-2403.7224,169.61897,254.99666,321207070.0,743927.5,-25.83664,-76.94819,7677.059,18.268833,30032.578,-1962.0063,231.31581,-41094710.0,10247052.0,262.08023,0.1310256,0.026178686,0.096850865,-200.89882,303.46832,0.08887476,-10308.95,-9.115682,0.79223275,-5.1282,3.9414914,2.7651892,-6.4683576,0.103224434,0.025260305,1.0428511,10.119592,5.7271113,-0.036030423
9.901084,164.2316,-56.003082,85848.81,137429.48,219647.55,266.70505,5.3566494,115585540.0,-621607.44,-67.75303,-28.289843,-4335.3687,794.69635,-13720.239,-1720.5986,3.8240557,2065894700.0,2111567600.0,155.43845,0.042437386,-0.0011620388,0.046995606,249.18057,203.13884,-0.3053183,-36256.367,30.745138,2.554671,14.359467,5.9037766,4.349283,29.878218,3.1285363e-05,0.06990106,-0.43479368,21.478476,26.02425,-0.12358642
5.8657274,263.49033,82.68966,273126.88,104859.79,118406.945,-57.807747,-113.40585,37739740.0,2004882.9,-1.3682648,59.390472,-8998.414,1297.6736,8621.494,2875.2874,179.71017,4093894000.0,1022589500.0,200.24983,0.076813065,-0.014717763,-0.005614634,176.32419,115.38551,0.8884821,34095.113,8.587468,1.1741049,-0.68284905,10.863776,0.14348975,13.57136,-0.061917033,0.073917225,0.6999668,8.049893,21.512808,0.02036146
-0.23363952,138.49094,163.13931,-259995.5,159210.25,18314.09,12.258399,-112.345764,-10608795.0,-1504623.2,-58.33751,19.109814,5874.996,538.05316,25398.05,5544.226,174.2409,2199907000.0,942029200.0,323.82925,0.050090425,-0.05311836,-0.020871753,197.19356,242.70888,0.318121,80497.555,-13.088141,1.2398858,-4.8038735,-4.1394672,-0.3312846,0.83169323,0.059202522,0.052985594,0.24128786,8.2716465,3.664824,0.05583636
14.8126745,40.869938,298.45453,453899.97,178716.19,128900.625,74.61653,28.113695,255489260.0,4326900.5,97.009315,125.01158,-22868.107,1423.0953,22505.398,3826.8335,211.41875,1262801900.0,56520588.0,134.1959,0.023683602,0.008036179,0.06520803,267.80933,183.7025,0.58446735,40516.703,20.006355,-0.014678063,14.2479,11.99328,7.400529,13.693204,-0.123076916,-0.052082088,0.053222895,16.723598,-7.239809,-0.020848824
-5.5410304,-224.60133,-2.4158301,391838.2,-198344.61,110824.07,118.72051,13.677374,291222560.0,486611.0,16.75869,3.9177454,-181.97574,-182.42982,56595.934,-647.1377,233.41006,-255851520.0,-123783864.0,185.30911,0.013431198,0.0046119825,0.03810478,267.86716,130.07828,-0.052103482,-3779.2559,17.069433,0.5324323,4.5444593,19.149542,17.284744,19.60513,0.026617525,0.024406472,0.2157541,18.688208,17.146769,-0.019375132
0.75100034,116.8994,4.5905766,-122084.81,30147.467,300719.7,214.2807,81.687065,145646780.0,3338421.5,-56.448097,58.50249,1234.0645,240.67331,14036.183,4851.6206,-131.52344,-713494400.0,1043123900.0,150.36443,0.06784975,-0.011381524,0.018759318,139.51367,187.93633,-0.22907579,11371.207,16.589373,1.7668695,24.31327,-8.447864,-0.8224016,41.359127,0.10204673,0.13314189,0.28341147,15.000075,-2.6870413,0.11532532
3.360329,61.05692,-2.5659041,223129.12,15840.604,39779.766,-15.5276575,235.0588,235307380.0,-10743.167,91.55265,47.661182,-3221.1174,-572.9475,-2276.6416,2247.15,322.35907,3018831000.0,2206071300.0,388.44476,0.12012321,0.024944056,0.059966084,177.40712,229.14105,0.18192059,9471.674,7.5014687,-0.46537405,7.671107,12.272652,5.6514945,15.808773,0.14918311,0.22390656,-0.1729879,4.345646,20.256222,0.023219898
